epoch,accuracy,loss,lr,val_accuracy,val_loss
47,0.991406261920929,0.0274998489767313,0.1,0.9046875238418579,0.36846035718917847
48,0.994140625,0.018932638689875603,0.1,0.9140625,0.3972055912017822
49,0.76953125,0.5516685247421265,0.1,0.8359375,0.45373231172561646
50,0.907421886920929,0.2534652054309845,0.01,0.817187488079071,0.3802354037761688
51,0.9183593988418579,0.22421519458293915,0.01,0.828125,0.4027925431728363
52,0.9222656488418579,0.20280484855175018,0.01,0.8359375,0.4240090548992157
53,0.930859386920929,0.18350957334041595,0.01,0.815625011920929,0.43090662360191345
54,0.938671886920929,0.15784667432308197,0.01,0.824999988079071,0.45135965943336487
55,0.9449219107627869,0.14553453028202057,0.01,0.823437511920929,0.4416716992855072
56,0.951953113079071,0.13378702104091644,0.01,0.823437511920929,0.480335533618927
57,0.955859363079071,0.11664559692144394,0.01,0.8218750357627869,0.48755618929862976
58,0.9605469107627869,0.10781892389059067,0.01,0.824999988079071,0.5192483067512512
59,0.965624988079071,0.09668473899364471,0.01,0.8265625238418579,0.5275499820709229
60,0.9664062857627869,0.08909467607736588,0.01,0.8500000238418579,0.5246602296829224
61,0.971875011920929,0.07636803388595581,0.01,0.84375,0.5472577810287476
62,0.9761719107627869,0.0705677792429924,0.01,0.8375000357627869,0.5465171933174133
63,0.9722656607627869,0.06464053690433502,0.01,0.84375,0.5460377335548401
64,0.9765625,0.06273772567510605,0.01,0.8296875357627869,0.6418587565422058
65,0.9820312857627869,0.053321123123168945,0.01,0.839062511920929,0.5667981505393982
66,0.9847656488418579,0.049644388258457184,0.01,0.8375000357627869,0.6142989993095398
67,0.9859375357627869,0.046311330050230026,0.01,0.8375000357627869,0.6086650490760803
68,0.983593761920929,0.04297244921326637,0.01,0.8453125357627869,0.6316223740577698
69,0.98828125,0.03946481645107269,0.01,0.831250011920929,0.6430413126945496
70,0.9906250238418579,0.034793488681316376,0.01,0.8375000357627869,0.6198785305023193
71,0.9886718988418579,0.031170163303613663,0.01,0.8375000357627869,0.681338906288147
72,0.9917969107627869,0.028042985126376152,0.01,0.8453125357627869,0.671389639377594
73,0.9925781488418579,0.025381052866578102,0.01,0.8453125357627869,0.6867236495018005
74,0.9921875,0.02305557392537594,0.01,0.8500000238418579,0.6822513341903687
75,0.994921863079071,0.01904655061662197,0.001,0.8531250357627869,0.6818835735321045
76,0.995312511920929,0.01742943748831749,0.001,0.8515625,0.6827364563941956
77,0.994140625,0.01887088641524315,0.001,0.8515625,0.6886464357376099
78,0.997265636920929,0.014469717629253864,0.001,0.8531250357627869,0.6899358034133911
79,0.9964843988418579,0.014737114310264587,0.001,0.8500000238418579,0.7065314650535583
80,0.995312511920929,0.014815285801887512,0.001,0.8500000238418579,0.7082504630088806
81,0.995312511920929,0.018464189022779465,0.001,0.8515625,0.6993927359580994
82,0.9957031607627869,0.014692902565002441,0.001,0.854687511920929,0.6972112655639648
83,0.996874988079071,0.015037368051707745,0.001,0.8515625,0.7041956782341003
84,0.99609375,0.013830686919391155,0.001,0.848437488079071,0.7129022479057312
85,0.9984375238418579,0.012251878157258034,0.001,0.848437488079071,0.7212299704551697
86,0.9964843988418579,0.015473360195755959,0.001,0.848437488079071,0.7097583413124084
87,0.9976562857627869,0.012282363139092922,0.001,0.8500000238418579,0.7152087092399597
88,0.995312511920929,0.013097266666591167,0.001,0.8500000238418579,0.7245530486106873
89,0.994921863079071,0.015552142634987831,0.001,0.8515625,0.7348634004592896
90,0.9945312738418579,0.016350863501429558,0.001,0.848437488079071,0.7259789705276489
91,0.996874988079071,0.01344092097133398,0.001,0.848437488079071,0.7401060461997986
92,0.9964843988418579,0.011916973628103733,0.001,0.848437488079071,0.7349164485931396
93,0.9945312738418579,0.015008434653282166,0.001,0.8500000238418579,0.7242817282676697
94,0.995312511920929,0.014930962584912777,0.001,0.8500000238418579,0.7300428748130798
95,0.998046875,0.012028814293444157,0.001,0.8500000238418579,0.7438535690307617
96,0.9976562857627869,0.010903829708695412,0.001,0.8515625,0.7329468131065369
97,0.997265636920929,0.01074077095836401,0.001,0.8500000238418579,0.7497946619987488
98,0.9976562857627869,0.012054643593728542,0.001,0.846875011920929,0.7446284294128418
99,0.9964843988418579,0.012621508911252022,0.001,0.848437488079071,0.7555293440818787
